en,hv
the former things have passed away . ,ang mga butang sang una nagtaliwan na . 
jehovah is close to the brokenhearted he saves those who are crushed in spirit . ,malapit si jehova sa mga nagaantos ginaluwas niya ang mga nalisdan . 
"when someone gives you a beaming smile , how do you respond . ","kon yuhuman ka sang iban , ano ang imo reaksion . "
most likely you smile back . ,mahimo nga yuhuman mo man sila . 
and you probably feel happier too . ,kag posible nga mangin mas malipayon ka man . 
"yes , genuine smiles whether from friends or total strangers are infectious , and they evoke good feelings . ","matuod gid nga ang sinsero nga mga yuhum halin man sa aton mga abyan ukon sa indi naton kilala makalalaton , kag makapalipay sa aton . "
"a woman named magdalena commented georg , my late husband , had a warm smile . ",ang babayi nga si magdalena nagsiling kanami gid sang yuhum sang napatay ko nga bana nga si georg . 
"when our eyes met , i felt relaxed and secure . ","kon magtulukay kami , nagabatyag ako sing kakalma kag kampante ako . "
"a sincere smile indicates positive emotions , such as amusement , happiness , and pleasure . ","ang sinsero nga yuhum nagapakita sang positibo nga balatyagon , pareho sang kaham - ot , kalipay , kag kasadya . "
"indeed , smiling . ","ang matuod , ang yuhum . "
"seems built into our nature , noted an article in observer , an online journal of the association for psychological science . ","daw natural na sa aton , siling sang artikulo sa observer , nga isa ka dyurnal sa internet sang association for psychological science . "
"even newborns , the article said , are able to interpret facial expressions with great precision . ","bisan ang mga lapsag , siling sang artikulo , makahibalo kon ano ang ginapahangop sang ekspresyon sang guya . "
"the article also stated not only do people deduce useful information from smiles , they also use this knowledge to direct their own behavior . ","nagsiling man ang artikulo indi lang kay makakuha sila sing mapuslanon nga impormasyon paagi sa yuhum , ginagamit man nila ini para mahibaluan ang ila himuon . "
researchers at harvard university in the united states studied a group of elderly patients and their responses to the facial expressions of health - care providers . ,gintun - an sang mga researcher sa harvard university sa estados unidos ang isa ka grupo sang tigulang nga mga pasyente kag ang ila reaksion sa ekspresyon sang guya sang mga nagaatipan sa ila . 
"when the caregivers ' facial expressions were perceived as more warm , caring , concerned , and empathetic , said the researchers , the patients felt more satisfied and their physical and mental well - being improved . ","kon ang pangguyahon sang mga nagaatipan sa ila mapinalanggaon , nagaulikid , nagakabalaka , kag may balatyagon , siling sang mga researcher , nagabatyag sing kalipay ang mga pasyente kag nagaayo ang ila pisikal kag mental nga kapagros . "
the opposite was the case when the caregivers ' nonverbal communications distanced them from patients . ,kabaliskaran ang nagakatabo kon ang panghulag sang mga nagaatipan nagapakita nga malayo ang ila buot sa mga pasyente . 
when you smile you may also be doing yourself a favor . ,"kon nagayuhum ka , ginapahalipay mo man ang imo kaugalingon . "
"the benefits , studies suggest , include increased confidence and happiness and reduced feelings of stress . ","ginapakita sang pagtuon nga ang pagyuhum nagadugang sang kompiansa kag kalipay , kag nagabuhin man sang stress . "
"frowning , by comparison , may have the opposite effect . ",kabaliskaran naman ang epekto kon nagakusmod ka . 
"magdalena , mentioned earlier , was one of jehovah ' s witnesses during world war ii . ","si magdalena nga ginsambit kaina , isa sa mga saksi ni jehova sang bug - os kalibutan nga inaway ii . "
she was sent with other family members to the ravensbrï¿½ck concentration camp in germany for refusing to adopt nazi ideology . ,gintapok sia kag ang pila sa iya pamilya sa kampo konsentrasyon sa ravensbrï¿½ck sa germany bangod wala nila ginbaton ang ideolohiya sang nazi . 
"at times the guards stopped us from speaking with other prisoners , she recalled . ","may tion nga ginadumilian kami sang mga guardia sa pagpakig - istorya sa iban nga priso , siling niya . "
but they had no control over our facial expressions . ,pero indi nila mapunggan ang ekspresyon sang amon guya . 
just seeing my mother and sister smile boosted my morale and strengthened my resolve to endure . ,"makita ko lang ang yuhum ni nanay kag sang akon magulang , napalig - on na ako kag mas determinado nga magbatas . "
perhaps you feel that life ' s anxieties give you little cause for smiling . ,mahimo nga daw indi ka magyuhum bangod sa mga kabalaka sa kabuhi . 
"remember , though , that feelings are usually preceded by thoughts . ",pero dumduma nga ang imo ginabatyag masami nga resulta sang imo ginahunahuna . 
"so , hard though it may be , why not try to dwell on positive , pleasant things whenever possible . ","gani bisan pa mabudlay , mas maayo nga hunahunaon mo pirme ang positibo kag maayo nga mga butang . "
bible reading and prayer have helped many people to do just that . ,ang pagbasa sing biblia kag pagpangamuyo nakabulig sa madamo nga tawo nga mahimo ina . 
"in fact , the words happy and joy and their derivatives occur hundreds of times in the bible . ","ang matuod , ang tinaga nga kalipay kag kasadya kag ang iban pa nga ekspresyon may kaangtanan sa sini mabasa sing ginatos ka beses sa biblia . "
why not read a page or two each day . ,"gani , mas maayo nga magbasa sini sing isa ukon duha ka pahina kada adlaw . "
you too may find yourself smiling more often . ,"basi pa lang nga sa sini nga paagi , pirme ka na magyuhum . "
"also , do not wait for others to smile at you . ",indi na paghulata nga yuhuman ka sang iban . 
take the initiative add a little happiness to someone else ' s day . ,"unahi sila , pahalipaya man ang ila adlaw . "
"yes , see your smile for what it really is a divine gift that enriches you and the people who see it . ","gani , gamita ang yuhum bilang regalo halin sa dios , nga nagapahalipay sa imo kag sa mga tawo nga ginayuhuman mo . "
"all the days of the afflicted one are bad , but the one with a cheerful heart has a continual feast . ","masubo ang tanan nga adlaw sang tawo nga nalisdan , apang daw pirme lang may kapiestahan ang tawo nga may malipayon nga tagipusuon . "
"finally , brothers , whatever things are true , whatever things are of serious concern , whatever things are righteous , whatever things are chaste , whatever things are lovable , whatever things are well - spoken - of , whatever things are virtuous , and whatever things are praiseworthy , continue considering these things . ","sa katapusan , mga kauturan , padayon ninyo nga hunahunaa ang bisan ano nga butang nga matuod , serioso , matarong , matinlo , hiligugmaon , dungganon , maayo , kag dalayawon . "
"happy are those conscious of their spiritual need , since the kingdom of the heavens belongs to them . ","malipayon ang mga mahunahunaon sa ila espirituwal nga kinahanglanon , kay ila ang ginharian sang langit . "
a wise woman respects her conscience the bible ' s viewpoint tens of millions of unborn babies are deliberately aborted each year a number that exceeds the population of many countries . ,ginapamatian sang maalam nga babayi ang iya konsiensia ang pagtamod sang biblia minilyon ka wala pa mabun - ag nga lapsag ang hungod nga ginapahulog kada tuig mas madamo pa ini sangsa populasyon sang iban nga pungsod . 
"women who have an abortion do so for various reasons , including economic hardship , relationship problems , the desire for freedom to pursue further education or a career , or not wanting to be a single mother . ","lainlain ang rason sang mga babayi kon ngaa nagapahulog sila . lakip sa sini amo ang kapigaduhon , indi maayo nga relasyon , gusto pa magkuha sing edukasyon ukon karera , ukon indi gusto nga mangin nagasolo nga iloy . "
"others , however , view abortion as morally wrong a violation of the trust that has been placed upon a pregnant woman . ","pero para sa iban , sala ang aborsion ukon pagpahulog pagguba ini sang pagsalig nga ginhatag sang dios sa nagabusong nga babayi . "
"in god ' s eyes , life especially human life is sacred . ","para sa dios , ang kabuhi sagrado , ilabi na ang kabuhi sang tawo . "
"this principle applies to a baby growing in the womb , a place designed by god to be a safe haven for a developing child . ","maaplikar ini nga prinsipio sa lapsag sa sulod sang taguangkan , ang lugar nga gindesinyo sang dios nga magaamlig sa lapsag nga wala pa mabun - ag . "
"you kept me screened off in my mother ' s womb , said a bible writer . ","ginputos mo ako sa taguangkan sang akon iloy , siling sang manunulat sang biblia . "
he added your eyes even saw me as an embryo all its parts were written in your book regarding the days when they were formed . ,nagsiling pa sia nakita mo na ako sang wala pa ako mabun - ag nasulat sa imo libro ang tanan ko nga bahin sang mga adlaw nga ginhimo ini . 
god ' s view of the life of an unborn child is also reflected in his law to the nation of israel and in our god - given conscience . ,ang pagtamod sang dios sa wala pa mabun - ag nga lapsag makita man sa iya kasuguan sa pungsod sang israel kag sa ginhatag sang dios sa aton nga konsiensia . 
god ' s law stated that a person who assaulted a pregnant woman and killed her unborn child was subject to the death penalty the killer paying with his own life for the life he took . ,"ang kasuguan sang dios nagasiling nga kon mahalitan sang isa ka tawo ang nagabusong kag napatay ang iya wala pa mabun - ag nga lapsag , silutan sia sing kamatayon ibayad niya ang iya kabuhi sa kabuhi nga nadula . "
"of course , the judges had to take into account motives and circumstances . ","siempre , dapat binagbinagon anay sang mga hukom ang mga motibo kag ang mga kahimtangan . "
humans are also endowed with a conscience . ,ginhatagan man ang mga tawo sing konsiensia . 
"when a woman heeds her conscience , or inner voice , by respecting the life of her unborn child , her conscience rewards her . ","kon pamatian sang babayi ang iya konsiensia paagi sa pagpabalor sa kabuhi sang iya wala pa mabun - ag nga lapsag , mangin matinlo ang iya konsiensia . "
"if she violates her conscience , it may trouble her or even condemn her . ","kon indi niya pagpamatian ang iya konsiensia , tublagon sia sini ukon pakamalauton pa gani . "
"indeed , studies indicate that women who have an abortion also have an increased risk of anxiety and depression . ",ginapakita sang mga pagtuon nga nagadugang man ang kabalaka kag depresyon sang mga babayi nga nagpahulog . 
